Player,Pos,Tm,Cap Hit,year
Russell Bodine,OG,CIN,"$714,114",2016
DaQuan Jones,DT,TEN,"$713,850",2016
De'Anthony Thomas,RB,KAN,"$713,527",2016
Landon Collins,SS,NYG,"$713,208",2016
Tyler Kroft,TE,CIN,"$712,444",2016
Keith McGill,CB,OAK,"$711,300",2016
Donovan Smith,OT,TAM,"$710,857",2016
Ka'Deem Carey,RB,CHI,"$710,845",2016
Craig Mager,CB,SDG,"$708,144",2016
Demarcus Lawrence,DE,DAL,"$703,992",2016
Walt Aikens,CB,MIA,"$703,977",2016
Tourek Williams,DE,SDG,"$702,515",2016
Devin Smith,WR,NYJ,"$701,929",2016
Latavius Murray,RB,OAK,"$701,550",2016
Tre Boston,FS,CAR,"$701,367",2016
Cornelius Washington,DE,CHI,"$700,947",2016
Don Barclay,G,GNB,"$700,000",2016
LaAdrian Waddle,T,NWE,"$700,000",2016
Benson Mayowa,DE,DAL,"$700,000",2016
Drew Butler,P,ARI,"$700,000",2016
Preston Smith,DE,WAS,"$697,698",2016
Jeff Heuerman,TE,DEN,"$695,201",2016
Stacy McGee,DT,OAK,"$694,670",2016
Ryan Griffin,TE,HOU,"$694,670",2016
Ty Montgomery,WR,GNB,"$693,386",2016
Henry Anderson,DE,IND,"$692,919",2016
Travis Frederick,C,DAL,"$691,882",2016
Dorial Green-Beckham,WR,PHI,"$689,709",2016
Jimmy Garoppolo,QB,NWE,"$686,718",2016
Daimion Stafford,FS,TEN,"$686,474",2016
Corey Lemonier,OLB,2TM,"$685,000",2016
Steven Nelson,CB,KAN,"$682,988",2016
Sammie Coates,WR,PIT,"$682,878",2016
Will Davis,CB,BAL,"$682,500",2016
Xavier Cooper,DT,CLE,"$680,071",2016
Spencer Paysinger,LB,MIA,"$680,000",2016
Philip Wheeler,LB,ATL,"$680,000",2016
Kellen Clemens,QB,SDG,"$680,000",2016
Greg Warren,C,PIT,"$680,000",2016
Brandon Marshall,OLB,DEN,"$680,000",2016
Jim Dray,TE,2TM,"$680,000",2016
Sam Acho,OLB,CHI,"$680,000",2016
Morgan Moses,OT,WAS,"$680,000",2016
Corey White,SS,BUF,"$680,000",2016
Chris Prosinski,DB,CHI,"$680,000",2016
Colt Anderson,DB,BUF,"$680,000",2016
Deonte Thompson,WR,CHI,"$680,000",2016
Robert Blanton,CB,BUF,"$680,000",2016
Terron Armstead,OT,NOR,"$680,000",2016
Nick Novak,K,HOU,"$680,000",2016
Chris Lewis-Harris,CB,2TM,"$675,500",2016
Lorenzo Taliaferro,RB,BAL,"$675,146",2016
Brent Urban,DE,BAL,"$675,146",2016
Tom Savage,QB,HOU,"$675,146",2016
Michael Mauti,OLB,NOR,"$675,000",2016
Michael Thomas,S,MIA,"$675,000",2016
Barkevious Mingo,OLB,NWE,"$675,000",2016
Lerentee McCray,LB,BUF,"$675,000",2016
Marcus Cooper,CB,ARI,"$675,000",2016
Dezman Moses,LB,KAN,"$675,000",2016
Adam Gettis,G,NYG,"$675,000",2016
Eric Kush,C,CHI,"$675,000",2016
Stepfan Taylor,RB,ARI,"$675,000",2016
Montori Hughes,DT,NYG,"$675,000",2016
Earl Watford,OG,ARI,"$675,000",2016
Sam Barrington,ILB,2TM,"$675,000",2016
Lavar Edwards,DE,2TM,"$675,000",2016
Trevin Wade,CB,NYG,"$675,000",2016
Kelcie McCray,S,SEA,"$675,000",2016
Christine Michael,RB,2TM,"$675,000",2016
Darryl Morris,CB,IND,"$675,000",2016
Tharold Simon,CB,ARI,"$675,000",2016
Rex Burkhead,RB,CIN,"$675,000",2016
Josh McNary,LB,IND,"$675,000",2016
Mike James,RB,TAM,"$675,000",2016
Carson Tinker,LS,JAX,"$675,000",2016
Wes Horton,DE,CAR,"$675,000",2016
Jeff Locke,P,MIN,"$675,000",2016
Kevin McDermott,LS,MIN,"$675,000",2016
Sam Martin,P,DET,"$675,000",2016
Devin Taylor,DE,DET,"$675,000",2016
Najee Goode,ILB,PHI,"$675,000",2016
Lane Johnson,OT,PHI,"$675,000",2016
David Bass,DE,TEN,"$675,000",2016
James Develin,RB,NWE,"$675,000",2016
Rashaan Melvin,CB,IND,"$675,000",2016
Geno Smith,QB,NYJ,"$675,000",2016
Neiko Thorpe,DB,SEA,"$675,000",2016
Caleb Sturgis,K,PHI,"$675,000",2016
Matt Tobin,T,PHI,"$675,000",2016
Ryan Davis,DE,DAL,"$675,000",2016
Chris Banjo,S,2TM,"$675,000",2016
Jonathan Cooper,OG,CLE,"$675,000",2016
Aldrick Robinson,WR,ATL,"$675,000",2016
Josh Martin,LB,NYJ,"$675,000",2016
LaRoy Reynolds,LB,ATL,"$675,000",2016
Nathan Stupar,OLB,NOR,"$675,000",2016
Terence Garvin,LB,WAS,"$675,000",2016
Antonio Allen,SS,NYJ,"$675,000",2016
Duke Ihenacho,S,WAS,"$675,000",2016
Brice Butler,WR,DAL,"$675,000",2016
Patrick Omameh,G,JAX,"$675,000",2016
MarQueis Gray,TE,MIA,"$675,000",2016
Ray-Ray Armstrong,LB,SFO,"$675,000",2016
Isaiah Pead,RB,MIA,"$675,000",2016
Devon Still,DT,HOU,"$675,000",2016
Chris Thompson,RB,WAS,"$675,000",2016
Oday Aboushi,OT,HOU,"$675,000",2016
Quinton Dial,DE,SFO,"$675,000",2016
Nate Palmer,LB,TEN,"$675,000",2016
Bacarri Rambo,FS,MIA,"$675,000",2016
Greg Scruggs,DE,CHI,"$675,000",2016
Taylor Boggs,C,ARI,"$675,000",2016
Damontre Moore,DE,SEA,"$675,000",2016
Chris Jones,DT,2TM,"$675,000",2016
Jordan Poyer,CB,CLE,"$675,000",2016
Leon McFadden,CB,DAL,"$675,000",2016
Julian Stanford,LB,NYJ,"$675,000",2016
Quinton Patton,WR,SFO,"$675,000",2016
Brandon Williams,TE,SEA,"$675,000",2016
Jordan Hill,DT,JAX,"$675,000",2016
Carl Nassib,DE,CLE,"$672,438",2016
Tony Hills,T,NOR,"$670,588",2016
Dexter McCluster,WR,SDG,"$670,588",2016
Ronnie Hillman,RB,2TM,"$670,588",2016
Eric Kendricks,ILB,MIN,"$669,360",2016
Angelo Blackson,DT,TEN,"$667,903",2016
Daryl Williams,OT,CAR,"$664,280",2016
Yannick Ngakoue,OLB,JAX,"$664,044",2016
Jaquiski Tartt,SS,SFO,"$663,955",2016
Jeremy Langford,RB,CHI,"$660,906",2016
Justin Hardy,WR,ATL,"$660,205",2016
Jalston Fowler,FB,TEN,"$659,429",2016
Clayton Geathers,SS,IND,"$658,482",2016
Eric Rowe,CB,NWE,"$656,811",2016
Jonathan Bullard,DE,CHI,"$656,630",2016
Kenyan Drake,RB,MIA,"$655,315",2016
Carlos Hyde,RB,SFO,"$654,698",2016
KeiVarae Russell,CB,CIN,"$653,282",2016
Ibraheim Campbell,SS,CLE,"$653,002",2016
Telvin Smith,ILB,JAX,"$652,763",2016
Charles Sims,RB,TAM,"$650,000",2016
Bene Benwikere,CB,CAR,"$649,750",2016
Avery Williamson,ILB,TEN,"$648,613",2016
Josh Shaw,CB,CIN,"$648,431",2016
Shilique Calhoun,DE,OAK,"$647,533",2016
Shon Coleman,OT,CLE,"$646,884",2016
Corey Linsley,C,GNB,"$646,250",2016
Daryl Worley,CB,CAR,"$645,921",2016
Za'Darius Smith,DE,BAL,"$645,788",2016
A.J. McCarron,QB,CIN,"$645,413",2016
Ryan Carrethers,DT,SDG,"$644,633",2016
Austin Hooper,TE,ATL,"$643,357",2016
Jon Feliciano,OG,OAK,"$640,163",2016
Jake Ryan,OLB,GNB,"$639,169",2016
Adolphus Washington,DT,BUF,"$638,574",2016
John Urschel,OG,BAL,"$636,140",2016
B.W. Webb,CB,NOR,"$635,294",2016
Marcus Martin,C,SFO,"$635,000",2016
Zach Fulton,OG,KAN,"$634,555",2016
Laurent Duvernay-Tardif,OT,KAN,"$633,575",2016
Le'Raven Clark,OT,IND,"$633,433",2016
Alfred Blue,RB,HOU,"$629,483",2016
Braxton Miller,WR,HOU,"$627,275",2016
Pat O'Donnell,P,CHI,"$626,327",2016
Kyle Love,DT,CAR,"$625,882",2016
Aaron Brewer,LS,ARI,"$625,882",2016
Joique Bell,RB,2TM,"$625,882",2016
C.J. Wilson,DE,CHI,"$625,882",2016
Jeremy Ross,WR,2TM,"$625,882",2016
Leonte Carroo,WR,MIA,"$625,097",2016
Tom Compton,T,ATL,"$625,000",2016
Greg Salas,WR,BUF,"$625,000",2016
Jake Long,T,MIN,"$624,705",2016
Nick Vigil,ILB,CIN,"$623,907",2016
Luke Bowanko,C,JAX,"$623,513",2016
Kyler Fackrell,OLB,GNB,"$623,512",2016
Javon Hargrave,DT,PIT,"$623,314",2016
Daniel McCullers,DT,PIT,"$619,670",2016
Marquis Flowers,OLB,CIN,"$619,670",2016
Jay Prosch,FB,HOU,"$619,670",2016
Kareem Martin,DE,ARI,"$618,000",2016
Andre Hal,CB,HOU,"$617,281",2016
Michael Campanaro,WR,BAL,"$616,875",2016
TJ Carrie,CB,OAK,"$616,741",2016
Cody Kessler,QB,CLE,"$616,197",2016
Rob Havenstein,OT,LAR,"$615,455",2016
Terrence Brooks,FS,PHI,"$615,000",2016
Travis Swanson,C,DET,"$615,000",2016
Josh Huff,WR,2TM,"$615,000",2016
Terrence Fede,DE,MIA,"$613,988",2016
Markus Golden,OLB,ARI,"$613,106",2016
Jeff Janis,WR,GNB,"$612,848",2016
James Wright,WR,CIN,"$612,456",2016
Corey Nelson,OLB,DEN,"$612,150",2016
John Brown,WR,ARI,"$612,000",2016
Charles Leno,OG,CHI,"$611,628",2016
Max Garcia,C,DEN,"$611,423",2016
Justin Simmons,FS,DEN,"$611,355",2016
Jerick McKinnon,RB,MIN,"$610,000",2016
Joe Schobert,OLB,CLE,"$608,489",2016
Ali Marpet,C,TAM,"$606,527",2016
Jay Bromley,DT,NYG,"$605,000",2016
Corey Brown,WR,CAR,"$605,000",2016
Connor Cook,QB,OAK,"$604,972",2016
Frank Clark,DE,SEA,"$604,647",2016
Andrew Norwell,G,CAR,"$604,000",2016
Jordan Richards,SS,NWE,"$603,707",2016
Joshua Perry,OLB,SDG,"$603,521",2016
Albert Wilson,WR,KAN,"$603,334",2016
Isaiah Crowell,RB,CLE,"$603,334",2016
James Hurst,OT,BAL,"$603,000",2016
Jonotthan Harrison,C,IND,"$602,500",2016
Christian Jones,ILB,CHI,"$602,334",2016
Sheldon Day,DT,JAX,"$602,102",2016
Zach Kerr,NT,IND,"$602,000",2016
Damien Williams,RB,MIA,"$601,668",2016
Tyler Shatley,OG,JAX,"$601,668",2016
Jayrone Elliott,LB,GNB,"$601,668",2016
Tavon Young,CB,BAL,"$601,282",2016
Zach Orr,LB,BAL,"$601,000",2016
Parker Ehinger,OG,KAN,"$600,727",2016
Cairo Santos,K,KAN,"$600,667",2016
Chandler Catanzaro,K,ARI,"$600,000",2016
Brandon Spikes,LB,BUF,"$600,000",2016
Darren Fells,TE,ARI,"$600,000",2016
Mike Adams,OT,CHI,"$600,000",2016
Kenneth Acker,CB,KAN,"$600,000",2016
Josh Mauro,DE,ARI,"$600,000",2016
Nat Berhe,SS,NYG,"$600,000",2016
Ramon Humber,LB,BUF,"$600,000",2016
Ross Cockrell,CB,PIT,"$600,000",2016
Orleans Darkwa,RB,NYG,"$600,000",2016
Dewey McDonald,S,SEA,"$600,000",2016
Ed Stinson,DE,ARI,"$600,000",2016
Chris Hubbard,G,PIT,"$600,000",2016
Daniel Sorensen,S,KAN,"$600,000",2016
Marqueston Huff,FS,BAL,"$600,000",2016
Dontrelle Inman,WR,SDG,"$600,000",2016
Nicholas Williams,DT,2TM,"$600,000",2016
Marcus Burley,CB,CLE,"$600,000",2016
Devon Kennard,OLB,NYG,"$600,000",2016
Taylor Gabriel,WR,ATL,"$600,000",2016
Pierre Desir,CB,SDG,"$600,000",2016
Caraun Reid,DT,SDG,"$600,000",2016
Andre Williams,RB,SDG,"$600,000",2016
Brock Coyle,LB,SEA,"$600,000",2016
Adrian Phillips,DB,SDG,"$600,000",2016
Garry Gilliam,T,SEA,"$600,000",2016
Fitzgerald Toussaint,RB,PIT,"$600,000",2016
Kenny Wiggins,T,SDG,"$600,000",2016
Brad Wing,P,NYG,"$600,000",2016
Cassius Marsh,DE,SEA,"$600,000",2016
Kerry Wynn,DE,NYG,"$600,000",2016
Marc Mariani,WR,TEN,"$600,000",2016
Connor Barth,K,CHI,"$600,000",2016
Kevin Pierre-Louis,OLB,SEA,"$600,000",2016
Cameron Brate,TE,TAM,"$600,000",2016
Arrelious Benn,WR,JAX,"$600,000",2016
Andrew DePaola,LS,TAM,"$600,000",2016
Chykie Brown,DB,CIN,"$600,000",2016
Mike Evans,WR,TAM,"$600,000",2016
Steven Terrell,DB,SEA,"$600,000",2016
Adarius Glanton,LB,TAM,"$600,000",2016
Kevin Pamphile,OT,TAM,"$600,000",2016
T.J. Johnson,C,CIN,"$600,000",2016
Brenton Bersin,WR,CAR,"$600,000",2016
Jacquies Smith,DE,TAM,"$600,000",2016
Charles Johnson,WR,MIN,"$600,000",2016
Chris Smith,DE,JAX,"$600,000",2016
Peyton Thompson,CB,JAX,"$600,000",2016
Todd Davis,LB,DEN,"$600,000",2016
Jeremiah Sirles,OT,MIN,"$600,000",2016
Shiloh Keo,DB,2TM,"$600,000",2016
Shamar Stephen,DT,MIN,"$600,000",2016
Adam Thielen,WR,MIN,"$600,000",2016
Brandon McManus,K,DEN,"$600,000",2016
Scott Simonson,TE,CAR,"$600,000",2016
Maurice Alexander,SS,LAR,"$600,000",2016
Nevin Lawson,CB,DET,"$600,000",2016
Cornelius Lucas,T,DET,"$600,000",2016
Beau Allen,DT,PHI,"$600,000",2016
Juwan Thompson,RB,DEN,"$600,000",2016
Kenjon Barner,RB,PHI,"$600,000",2016
E.J. Gaines,CB,LAR,"$600,000",2016
Trey Burton,TE,PHI,"$600,000",2016
Marcus Roberson,CB,BUF,"$600,000",2016
Taylor Hart,DE,SFO,"$600,000",2016
Brandon Tate,WR,BUF,"$600,000",2016
Malcolm Butler,CB,NWE,"$600,000",2016
Denico Autry,DE,OAK,"$600,000",2016
Antonio Andrews,RB,TEN,"$600,000",2016
Demetrius Rhaney,C,LAR,"$600,000",2016
Marcus Williams,CB,NYJ,"$600,000",2016
Cameron Fleming,OT,NWE,"$600,000",2016
Ethan Westbrooks,DE,LAR,"$600,000",2016
Steven Means,DE,PHI,"$600,000",2016
Jaylen Watkins,CB,PHI,"$600,000",2016
Wesley Johnson,OT,NYJ,"$600,000",2016
Ryan Jensen,T,BAL,"$600,000",2016
James White,RB,NWE,"$600,000",2016
Brett Goode,LB,GNB,"$600,000",2016
Robert Turbin,RB,IND,"$600,000",2016
Dakota Dozier,OT,NYJ,"$600,000",2016
Bashaud Breeland,CB,WAS,"$600,000",2016
Mike Gillislee,RB,BUF,"$600,000",2016
William Compton,LB,WAS,"$600,000",2016
Mike Catapano,DE,NYJ,"$600,000",2016
Ryan Groy,OG,BUF,"$600,000",2016
Justin Perillo,TE,GNB,"$600,000",2016
Ryan Grant,WR,WAS,"$600,000",2016
Jordan Todman,RB,IND,"$600,000",2016
Dustin Hopkins,K,WAS,"$600,000",2016
Jonathan Meeks,S,BUF,"$600,000",2016
Terrance West,RB,BAL,"$600,000",2016
Steven Johnson,LB,PIT,"$600,000",2016
Walt Powell,WR,BUF,"$600,000",2016
Phillip Supernaw,TE,TEN,"$600,000",2016
Spencer Long,OG,WAS,"$600,000",2016
Dekoda Watson,LB,DEN,"$600,000",2016
Colton Schmidt,P,BUF,"$600,000",2016
Ty Nsekhe,T,WAS,"$600,000",2016
David Johnson,TE,PIT,"$600,000",2016
Josh Bellamy,WR,CHI,"$600,000",2016
Ricardo Mathews,DT,PIT,"$600,000",2016
Robert Nelson,FS,HOU,"$600,000",2016
Jerel Worthy,DT,BUF,"$600,000",2016
Demontre Hurst,CB,CHI,"$600,000",2016
Tress Way,P,WAS,"$600,000",2016
Leger Douzable,DT,BUF,"$600,000",2016
Marcus Cromartie,CB,SFO,"$600,000",2016
Chris Davis,CB,SFO,"$600,000",2016
Anthony Hitchens,OLB,DAL,"$600,000",2016
Dominique Easley,DT,LAR,"$600,000",2016
Max Bullough,ILB,HOU,"$600,000",2016
Orson Charles,TE,DET,"$600,000",2016
Brandon Bostick,TE,NYJ,"$600,000",2016
Dontae Johnson,FS,SFO,"$600,000",2016
Lorenzo Alexander,DT,BUF,"$600,000",2016
Tavarres King,WR,NYG,"$600,000",2016
Charles James,CB,2TM,"$600,000",2016
Darrion Weems,T,DEN,"$600,000",2016
Keith Reaser,CB,SFO,"$600,000",2016
Daryl Richardson,RB,PIT,"$600,000",2016
Keith Smith,LB,DAL,"$600,000",2016
John Phillips,TE,2TM,"$600,000",2016
Andrew Tiller,G,SFO,"$600,000",2016
Zaviar Gooden,OLB,2TM,"$600,000",2016
Ben Garland,DL,ATL,"$600,000",2016
Billy Winn,DT,DEN,"$600,000",2016
Kasim Edebali,OLB,NOR,"$600,000",2016
Eric Murray,CB,KAN,"$599,950",2016
Chris Moore,WR,BAL,"$599,090",2016
Griff Whalen,WR,SDG,"$595,590",2016
Nick Kwiatkoski,ILB,CHI,"$593,780",2016
Ricardo Louis,WR,CLE,"$591,962",2016
De'Vondre Campbell,OLB,ATL,"$591,382",2016
Hassan Ridgeway,DT,IND,"$590,055",2016
Grady Jarrett,DT,ATL,"$586,963",2016
Tyler Ervin,RB,HOU,"$586,892",2016
Rashad Greene,WR,JAX,"$585,953",2016
Ben Heeney,ILB,OAK,"$585,681",2016
Adrian Amos,FS,CHI,"$583,070",2016
Sean Mannion,QB,LAR,"$582,285",2016
Bobby McCain,CB,MIA,"$582,072",2016
Deon Bush,FS,CHI,"$581,554",2016
Perry Riley,LB,OAK,"$581,176",2016
Brett Hundley,QB,GNB,"$580,908",2016
Jay Ajayi,RB,MIA,"$580,203",2016
David Parry,NT,IND,"$580,002",2016
Tyler Lockett,WR,SEA,"$580,000",2016
Antonio Morrison,ILB,IND,"$579,976",2016
Kyle Emanuel,OLB,SDG,"$579,643",2016
Demarcus Robinson,WR,KAN,"$579,293",2016
Tony Lippett,WR,MIA,"$578,691",2016
C.J. Uzomah,TE,CIN,"$578,190",2016
Deiondre' Hall,CB,CHI,"$577,722",2016
Jesse James,TE,PIT,"$577,228",2016
Jamon Brown,OT,LAR,"$575,575",2016
D.J. Alexander,OLB,KAN,"$575,563",2016
James O'Shaughnessy,TE,KAN,"$575,563",2016
Derrick Kindred,SS,CLE,"$574,839",2016
Lorenzo Doss,CB,DEN,"$574,303",2016
Ameer Abdullah,RB,DET,"$573,915",2016
Alex Lewis,OT,BAL,"$572,974",2016
Aaron Colvin,CB,JAX,"$572,111",2016
Cameron Artis-Payne,RB,CAR,"$566,563",2016
David Mayo,ILB,CAR,"$566,563",2016
Keith Mumphery,WR,HOU,"$566,563",2016
Damion Square,DE,SDG,"$566,176",2016
Gabe Ikard,C,BUF,"$564,705",2016
Jordan Devey,T,KAN,"$564,705",2016
Rakeem Nunez-Roches,DT,KAN,"$556,621",2016
Ryan Quigley,P,ARI,"$555,884",2016
Joplo Bartu,LB,ARI,"$555,882",2016
Darius Philon,DT,SDG,"$555,146",2016
Malcolm Johnson,FB,CLE,"$554,862",2016
Derron Smith,FS,CIN,"$554,658",2016
Leterrius Walton,DT,PIT,"$554,232",2016
Darius Kilgo,DT,DEN,"$552,889",2016
Aaron Ripkowski,FB,GNB,"$551,599",2016
P.J. Williams,CB,NOR,"$550,000",2016
Christian Covington,DT,HOU,"$547,622",2016
Kenneth Dixon,RB,BAL,"$545,848",2016
Devontae Booker,RB,DEN,"$545,848",2016
Cardale Jones,QB,BUF,"$545,848",2016
Seth Devalve,TE,CLE,"$545,848",2016
Dean Lowry,DE,GNB,"$545,848",2016
Blake Martinez,ILB,GNB,"$545,848",2016
Jordan Hicks,OLB,PHI,"$543,000",2016
Lorenzo Mauldin,OLB,NYJ,"$543,000",2016
Chaz Green,OT,DAL,"$540,375",2016
Eli Harold,OLB,SFO,"$540,000",2016
Dexter McDonald,CB,OAK,"$539,212",2016
Matt Jones,RB,WAS,"$539,000",2016
Chris Scott,T,CAR,"$538,823",2016
Denzell Goode,OT,IND,"$538,196",2016
Trevor Siemian,QB,DEN,"$538,195",2016
Chimdi Chekwa,DB,MIA,"$536,470",2016
Sam Young,T,MIA,"$536,470",2016
Danielle Hunter,DE,MIN,"$536,000",2016
Armonty Bryant,DE,DET,"$532,551",2016
Dean Marlowe,S,CAR,"$530,000",2016
Matt Barkley,QB,CHI,"$529,411",2016
Devin Street,WR,IND,"$529,411",2016
Asante Cleveland,TE,SDG,"$529,410",2016
Tenny Palepoi,DT,SDG,"$529,168",2016
Cody Riggs,CB,TEN,"$527,333",2016
Quinton Spain,OG,TEN,"$527,000",2016
Cameron Meredith,WR,CHI,"$527,000",2016
Greg Mancz,C,HOU,"$527,000",2016
La'el Collins,OT,DAL,"$526,750",2016
Nick Dzubnar,LB,SDG,"$526,666",2016
Josh Lambo,K,SDG,"$526,666",2016
Corey Grant,RB,JAX,"$526,666",2016
Ladarius Gunter,CB,GNB,"$526,666",2016
Kendall Lamm,T,HOU,"$525,666",2016
Terron Ward,RB,ATL,"$525,333",2016
Matt Darr,P,MIA,"$525,333",2016
Neville Hewitt,LB,MIA,"$525,333",2016
Alani Fua,OLB,ARI,"$525,000",2016
Rodney Gunter,DT,ARI,"$525,000",2016
Robenson Therezie,SS,ATL,"$525,000",2016
Marcus Murphy,RB,NOR,"$525,000",2016
Willie Snead,WR,NOR,"$525,000",2016
David Johnson,RB,ARI,"$525,000",2016
Jordan Berry,P,PIT,"$525,000",2016
Chris Boswell,K,PIT,"$525,000",2016
Jake Schum,P,GNB,"$525,000",2016
Anthony Chickillo,DE,PIT,"$525,000",2016
JJ Nelson,WR,ARI,"$525,000",2016
L.J. Fort,LB,PIT,"$525,000",2016
Tyreek Burwell,T,SDG,"$525,000",2016
Bobby Hart,OG,NYG,"$525,000",2016
George Atkinson,RB,CLE,"$525,000",2016
Xavier Williams,DT,ARI,"$525,000",2016
Roosevelt Nix,LB,PIT,"$525,000",2016
Ramik Wilson,ILB,KAN,"$525,000",2016
James Winchester,LS,KAN,"$525,000",2016
Sean McGrath,TE,SDG,"$525,000",2016
Owamagbe Odighizuwa,DE,NYG,"$525,000",2016
Thurston Armbrister,LB,DET,"$525,000",2016
Quan Bray,WR,IND,"$525,000",2016
Mark Glowinski,OG,SEA,"$525,000",2016
Alejandro Villanueva,OL,PIT,"$525,000",2016
Will Tye,TE,NYG,"$525,000",2016
Jude Adjei-Barimah,CB,TAM,"$525,000",2016
Tyrell Williams,WR,SDG,"$525,000",2016
Kwon Alexander,OLB,TAM,"$525,000",2016
Thomas Rawls,RB,SEA,"$525,000",2016
T.Y. McGill,DT,IND,"$525,000",2016
Adam Humphries,WR,TAM,"$525,000",2016
Howard Jones,LB,TAM,"$525,000",2016
Josh Keyes,LB,2TM,"$525,000",2016
T.J. Clemmings,OT,MIN,"$525,000",2016
Stefon Diggs,WR,MIN,"$525,000",2016
Nick Easton,C,MIN,"$525,000",2016
Jason Myers,K,JAX,"$525,000",2016
Hayes Pullard,ILB,JAX,"$525,000",2016
Anthony Harris,DB,MIN,"$525,000",2016
Anthony Johnson,DL,NWE,"$525,000",2016
Ryan Delaire,DE,CAR,"$525,000",2016
Neal Sterling,WR,JAX,"$525,000",2016
Jameis Winston,QB,TAM,"$525,000",2016
Zac Kerin,C,MIN,"$525,000",2016
Shaquil Barrett,OLB,DEN,"$525,000",2016
MyCole Pruitt,TE,2TM,"$525,000",2016
James Ferentz,C,DEN,"$525,000",2016
Edmond Robinson,OLB,MIN,"$525,000",2016
Bennie Fowler,WR,DEN,"$525,000",2016
Michael Burton,FB,DET,"$525,000",2016
Brandon Copeland,LB,DET,"$525,000",2016
Quandre Diggs,CB,DET,"$525,000",2016
Matt Paradis,C,DEN,"$525,000",2016
Josh Andrews,G,PHI,"$525,000",2016
Corey Robinson,OT,DET,"$525,000",2016
Andrew Donnal,OT,LAR,"$525,000",2016
Bryce Hager,ILB,LAR,"$525,000",2016
Khyri Thornton,DT,DET,"$525,000",2016
Troy Hill,CB,LAR,"$525,000",2016
David Andrews,C,NWE,"$525,000",2016
Zach Zenner,RB,DET,"$525,000",2016
Matt Longacre,DE,LAR,"$525,000",2016
